loss,epoch
2.310029149055481,1
2.264225721359253,2
2.2164961099624634,3
2.1193354964256286,4
1.8765047907829284,5
1.4594125509262086,6
1.10399232506752,7
0.8778811872005463,8
0.7312673926353455,9
0.6037437975406647,10
0.5514553546905517,11
0.49065627455711364,12
0.4384120345115662,13
0.4125532567501068,14
0.428944131731987,15
0.3621963053941727,16
0.3601981669664383,17
0.2580155894160271,18
0.28626894354820254,19
0.2632168591022491,20
0.29744246453046796,21
0.2203601762652397,22
0.2168806441128254,23
0.2788440838456154,24
0.19252770096063615,25
0.2069753773510456,26
0.18178354278206826,27
0.18040540665388108,28
0.14766897410154342,29
0.1604341097176075,30
0.1468708999454975,31
0.16673598513007165,32
0.17002603858709336,33
0.15182824954390525,34
0.13050289563834666,35
0.12226093374192715,36
0.14117396324872972,37
0.11296685189008712,38
0.10715807005763053,39
0.12138369120657444,40
0.1078719012439251,41
0.10786757506430149,42
0.08708239234983921,43
0.12725471407175065,44
0.13256544806063175,45
0.09215591363608837,46
0.08800773024559021,47
0.08843851201236248,48
0.0799709301441908,49
0.08097146954387427,50
0.07903078272938728,51
0.08463530726730824,52
0.09819384571164846,53
0.06817613169550896,54
0.08218657281249761,55
0.07544271843507885,56
0.05015825433656573,57
0.06248789988458157,58
0.05709088947623968,59
0.06688132155686617,60
