cond,min,loss,epoch
1412.3503494262695,0.004375242278911173,2.5969726890325546,1
1415.2890243530273,0.004215049149934202,2.5730559676885605,2
1418.5568008422852,0.004066716093802825,2.5382517874240875,3
1422.4977188110352,0.003937009401852265,2.53212109208107,4
1427.6404037475586,0.003813146409811452,2.5189675390720367,5
1434.4635848999023,0.0036927185574313626,2.5073436349630356,6
1439.4491271972656,0.0035846810351358727,2.490235447883606,7
1447.9136047363281,0.003477756239590235,2.503050372004509,8
1452.9060287475586,0.0033813513291534036,2.4890222400426865,9
1458.2374877929688,0.003287455561803654,2.4847569167613983,10
1465.0289154052734,0.003204157794243656,2.483443394303322,11
1470.1519622802734,0.0031182865641312674,2.481632322072983,12
1471.835563659668,0.0030390994797926396,2.4823020547628403,13
1477.5841827392578,0.002962449681945145,2.4793213605880737,14
1484.4477081298828,0.0028843440813943744,2.470241442322731,15
1489.0821075439453,0.00281502355937846,2.4689337015151978,16
1493.8196105957031,0.002743900884524919,2.467154622077942,17
1501.7945098876953,0.0026732094993349165,2.4627926647663116,18
1504.8385162353516,0.0026112187624676153,2.4669096171855927,19
1506.8011322021484,0.0025519187620375305,2.4551775604486465,20
1506.2934951782227,0.0024966627097455785,2.4534353017807007,21
1505.4631423950195,0.00244313245639205,2.4519320875406265,22
1503.8497619628906,0.0023897805076558143,2.445482149720192,23
1500.1298751831055,0.0023450217413483188,2.4471909254789352,24
1499.339744567871,0.0022972471633693203,2.4471694231033325,25
1498.7777709960938,0.00225405277160462,2.4354391247034073,26
1493.4907989501953,0.0022173841716721654,2.4451959431171417,27
1488.2639923095703,0.0021807596931466833,2.4347755014896393,28
1485.5828018188477,0.0021443731529871,2.433067575097084,29
1479.2323532104492,0.0021105301566421986,2.4278521835803986,30
1467.4339065551758,0.0020847322593908757,2.4203217774629593,31
1457.5268478393555,0.0020565267477650195,2.427452504634857,32
1448.6522827148438,0.0020301524782553315,2.4292735308408737,33
1440.2243728637695,0.0020037948561366647,2.425242006778717,34
1433.4606399536133,0.0019748757040360942,2.423379570245743,35
1421.3400039672852,0.001953293874976225,2.413111075758934,36
1409.6018295288086,0.0019326938199810684,2.416301429271698,37
1399.9334335327148,0.0019084120431216434,2.4159484207630157,38
1394.440673828125,0.0018833728099707514,2.410613477230072,39
1384.533348083496,0.0018632233986863866,2.4109089970588684,40
1375.1896591186523,0.001841934397816658,2.4093475490808487,41
1367.0016326904297,0.001822465201257728,2.412523403763771,42
1357.2499542236328,0.0018014552988461219,2.404469758272171,43
