loss,epoch
2.6021530628204346,1
2.6044336557388306,2
2.6067081689834595,3
2.606880784034729,4
2.5920891761779785,5
2.6046935319900513,6
2.6102640628814697,7
2.605555534362793,8
2.6014596223831177,9
2.6194061040878296,10
2.6002357006073,11
2.6145737171173096,12
2.6104413270950317,13
2.604639410972595,14
2.607003688812256,15
2.5919578075408936,16
2.6053773164749146,17
2.5959813594818115,18
2.5963531732559204,19
2.598785400390625,20
2.604411244392395,21
2.5944583415985107,22
2.603333830833435,23
2.5914642810821533,24
2.5958045721054077,25
2.590637683868408,26
2.6084259748458862,27
2.5882527828216553,28
2.6038222312927246,29
2.593688130378723,30
2.610522747039795,31
2.5955981016159058,32
2.6119226217269897,33
2.612045645713806,34
2.595045804977417,35
2.5914762020111084,36
2.6023956537246704,37
2.604785203933716,38
2.598329544067383,39
2.597137451171875,40
2.597132086753845,41
2.601672410964966,42
2.597007393836975,43
2.602806329727173,44
2.5875513553619385,45
2.599595308303833,46
2.608193874359131,47
2.5893590450286865,48
2.6133627891540527,49
2.5937103033065796,50
2.596581220626831,51
2.59489107131958,52
2.605478882789612,53
2.605002284049988,54
2.600433826446533,55
2.623060703277588,56
2.607375383377075,57
2.6104278564453125,58
2.603971242904663,59
2.5978057384490967,60
2.5868109464645386,61
2.599999189376831,62
2.58310329914093,63
2.594978928565979,64
2.6029566526412964,65
