cond,min,loss,epoch
704.2394070095486,0.00767298053122229,2.5731516679128013,1
774.096455891927,0.005146362663557132,2.4809713893466525,2
871.4776611328125,0.003153235289371676,2.414458221859402,3
947.4239705403645,0.002118277208258708,2.3659039073520236,4
951.4547322591145,0.0016224512364715338,2.3489913675520153,5
977.4303860134548,0.0013146026887827448,2.3532105816735163,6
977.2221476236979,0.0011114628416382603,2.3477817376454673,7
969.3853556315104,0.0009682824537675413,2.334202289581299,8
958.4708523220486,0.0008710809375366402,2.3270978132883706,9
946.4319254557291,0.0008186273043975234,2.333180136150784,10
954.9560004340277,0.0007678855973709788,2.311745564142863,11
961.1301879882812,0.0007309503788645896,2.3281683127085366,12
957.8835177951388,0.0006980605410515434,2.3245288530985513,13
945.8725382486979,0.0006763639652894603,2.319983800252279,14
940.6023491753472,0.0006492939363751146,2.318685664070977,15
924.7485215928818,0.0006331654666509065,2.322024345397949,16
938.1890326605902,0.0006124210841436352,2.317343579398261,17
966.2529093424479,0.0005855184863321483,2.3203904893663196,18
978.0088907877604,0.0005648541005535257,2.316758314768473,19
993.0001831054688,0.0005526152930946813,2.307238711251153,20
1011.6634996202256,0.0005420200500844254,2.319405025906033,21
1002.5527208116318,0.0005369526010731028,2.314614004558987,22
966.4976128472222,0.000544182820400844,2.3108266989390054,23
929.3173760308159,0.0005519216841397185,2.317372348573473,24
890.0406561957465,0.0005626956893441577,2.3208787706163196,25
862.3457912868923,0.0005754109653126862,2.3096225791507297,26
859.9190945095486,0.0005776571472071939,2.3188777234819202,27
867.117689344618,0.0005723455687984824,2.3127992947896323,28
869.6225450303818,0.0005686887048391831,2.311024718814426,29
875.5662706163193,0.0005693768746116095,2.3092105388641357,30
884.7884182400173,0.0005735844477183289,2.3103868696424694,31
886.4586520724826,0.000583674396491713,2.307209120856391,32
