loss,epoch
2.2961008548736572,1
2.3174917697906494,2
2.2828924655914307,3
2.2772574424743652,4
2.2682721614837646,5
2.2695631980895996,6
2.2425150871276855,7
2.217926263809204,8
2.298887014389038,9
2.1302003860473633,10
2.1819846630096436,11
2.162865400314331,12
2.2194387912750244,13
2.190917730331421,14
2.1140332221984863,15
2.128969430923462,16
2.145190715789795,17
2.144587993621826,18
2.119662284851074,19
2.0614442825317383,20
2.047375202178955,21
2.1041533946990967,22
2.0863265991210938,23
2.145460367202759,24
1.9809362888336182,25
1.9809489250183105,26
1.927060604095459,27
1.9784373044967651,28
1.9139724969863892,29
1.9215834140777588,30
1.9252793788909912,31
1.8555538654327393,32
1.8562489748001099,33
1.850523591041565,34
1.7134031057357788,35
1.7612810134887695,36
1.6389790773391724,37
1.7498682737350464,38
1.5740371942520142,39
1.4771647453308105,40
1.4775546789169312,41
1.3843680620193481,42
1.532339096069336,43
1.2581404447555542,44
1.2982170581817627,45
1.2806625366210938,46
1.1770621538162231,47
1.1201224327087402,48
1.188908338546753,49
1.0030090808868408,50
1.0304343700408936,51
0.9747098088264465,52
0.8202757835388184,53
0.9621572494506836,54
0.8552854061126709,55
0.743672788143158,56
0.8887789249420166,57
0.7280651330947876,58
0.7911342978477478,59
0.834898829460144,60
0.5550851821899414,61
0.7291030883789062,62
0.4946287274360657,63
0.643767237663269,64
0.8119731545448303,65
0.7185339331626892,66
0.7330061197280884,67
0.6918333172798157,68
0.5450426936149597,69
0.6071215271949768,70
0.4028181731700897,71
0.621757447719574,72
0.3900444507598877,73
0.6421003341674805,74
0.5322954058647156,75
0.43201950192451477,76
0.5341300964355469,77
0.4755730628967285,78
0.42152875661849976,79
0.6415010094642639,80
0.42552387714385986,81
0.5092931985855103,82
0.4742862284183502,83
0.4287000298500061,84
0.4710230529308319,85
0.45320338010787964,86
0.539397656917572,87
0.4380896985530853,88
0.41819480061531067,89
0.4726676940917969,90
0.4063735008239746,91
0.32439708709716797,92
0.373169481754303,93
0.3519422113895416,94
0.401070237159729,95
0.47814539074897766,96
0.36310920119285583,97
0.4347629249095917,98
0.4817660450935364,99
0.3595612347126007,100
0.32867512106895447,101
0.4083479642868042,102
0.5812081098556519,103
0.3402526080608368,104
0.48052945733070374,105
0.28888076543807983,106
0.43668076395988464,107
0.28607821464538574,108
0.4383208751678467,109
0.5270082354545593,110
0.2984604835510254,111
0.3252619206905365,112
0.34424376487731934,113
0.19169999659061432,114
0.41015326976776123,115
0.3583833575248718,116
0.5330683588981628,117
0.25549811124801636,118
0.3538707494735718,119
0.3367519974708557,120
0.2256578654050827,121
0.3944638967514038,122
0.2682223916053772,123
0.3924378752708435,124
0.27097102999687195,125
0.24322591722011566,126
0.4161721169948578,127
0.23700250685214996,128
0.3043898046016693,129
0.3159247636795044,130
0.3240818679332733,131
0.3857101500034332,132
0.35154005885124207,133
0.2950129508972168,134
0.43633171916007996,135
0.29005080461502075,136
0.39128395915031433,137
0.2594414949417114,138
0.3514709770679474,139
0.27500009536743164,140
0.34427884221076965,141
0.36673733592033386,142
0.2543002963066101,143
0.27978354692459106,144
0.26928386092185974,145
0.3081950843334198,146
0.33567941188812256,147
0.2749667465686798,148
0.38485607504844666,149
0.3493395447731018,150
0.27682775259017944,151
0.34760773181915283,152
0.329794704914093,153
0.2653002142906189,154
0.357285737991333,155
0.3502521216869354,156
0.2819988429546356,157
0.25948598980903625,158
0.27194690704345703,159
0.36171722412109375,160
0.38081657886505127,161
0.29982027411460876,162
0.3312111496925354,163
0.2672842741012573,164
0.2563844919204712,165
0.34750571846961975,166
0.2650724947452545,167
0.3193590044975281,168
0.2641582489013672,169
0.3419131934642792,170
